,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,township,range,section,data_source,geometry
663,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,637.84,638.57,surface,Cochise,14S,30E,19,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.32154280331423 32.20617928537027, -109.32581226858586 32.20617394265095, -109.33001340081049 32.20616862805492, -109.32999535994463 32.202682090350386, -109.32999461074968 32.20253926107169, -109.3299765429344 32.19904872343608, -109.3299758206889 32.19890992260853, -109.32995772502582 32.19541538474871, -109.32995686443978 32.195280585328156, -109.32993474073096 32.19178335300281, -109.329933908891 32.1916512188482, -109.32571294545818 32.191654230831865, -109.32144503786522 32.1916572717037, -109.31717682484508 32.19166017345556, -109.31290863877439 32.1916630463191, -109.31293223122869 32.195294714935486, -109.31295582458132 32.19892638457487, -109.3129794457817 32.20255805293039, -109.31300303823602 32.20618969413285, -109.31727292032595 32.2061844905118, -109.32154280331423 32.20617928537027))"
664,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,638.72,639.19,surface,Cochise,14S,30E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.32990233041382 32.18439579074301, -109.32988706713884 32.18088725486221, -109.32988623529887 32.180768064356876, -109.32986216673746 32.17725963807276, -109.32986133489752 32.177140364504055, -109.32561570642194 32.17714049072033, -109.32134871690721 32.17714058956441, -109.31708147766082 32.177140632903736, -109.31281423931276 32.17714067548277, -109.31283783266537 32.18077128882685, -109.312861426018 32.18440187449213, -109.31288504632009 32.18803246058501, -109.31290863877439 32.1916630463191, -109.31717682484508 32.19166017345556, -109.32144503786522 32.1916572717037, -109.32571294545818 32.191654230831865, -109.329933908891 32.1916512188482, -109.32991867436212 32.188151319235146, -109.32991811920326 32.188023519305204, -109.32990285682658 32.18451928651288, -109.32990233041382 32.18439579074301))"
665,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,91.6,83.83,surface,Cochise,24S,23E,4,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.00373542797352 31.379905566110644, -110.00796995686547 31.37991134256566, -110.01220446060455 31.379917119020334, -110.01220408870203 31.37679190853518, -110.00373701888988 31.37543384222741, -110.0037367197509 31.376275867432092, -110.00373542797352 31.379905566110644))"
666,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,161.5,165.16,surface,Cochise,24S,23E,1,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.96568092583905 31.377765375823017, -109.96991606289043 31.37560760874761, -109.96991609972139 31.372617474578323, -109.9699161428405 31.36898557988251, -109.96991618416301 31.36535368519354, -109.96567952356891 31.365360244157475, -109.9614428638731 31.365366802353968, -109.96144373793388 31.36899464211656, -109.96567992601415 31.368990194220338, -109.96568035630716 31.37262006083929, -109.9656807578541 31.376250873247752, -109.96568092583905 31.377765375823017))"
667,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,38.5,35.26,surface,Cochise,24S,23E,1,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.96568092583905 31.377765375823017, -109.96568115940103 31.379881602101374, -109.96991601617806 31.379881263888734, -109.96991605750055 31.376249369255564, -109.9699160655854 31.375607607980637, -109.96568092583905 31.377765375823017))"
668,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,256.5,242.27,surface,Cochise,24S,23E,3,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.98682676457068 31.37338154286322, -109.98682781110797 31.37625446411535, -109.98682918732699 31.379887581025198, -109.99105465491267 31.379890493794807, -109.99528012070171 31.379893406564367, -109.99950778197326 31.37989948518732, -110.00373542797352 31.379905566110644, -110.0037367197509 31.376275867432092, -110.00373701888988 31.37543384222741, -110.00260522607351 31.375284252254815, -109.99703021853821 31.374635300995177, -109.99243289693393 31.374015161851258, -109.98889855180538 31.373631330208916, -109.98682680319823 31.3733633479116, -109.98682676457068 31.37338154286322))"
669,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,93.04,92.81,surface,Cochise,24S,23E,23,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.98681771224754 31.336295936815795, -109.9868172154792 31.334181303578145, -109.98260936295794 31.334179999944148, -109.97839198200644 31.33417855666244, -109.9741589631825 31.334176974500387, -109.96992449807097 31.334175253457847, -109.96992513317986 31.336278469738883, -109.97414526297612 31.33628108078512, -109.978365394569 31.336283661907455, -109.98259155385743 31.33628980012908, -109.98681771224754 31.336295936815795))"
670,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,600.0,601.58,surface,Cochise,24S,23E,15,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.99528097679615 31.350853812195766, -109.99951038708761 31.35085989423138, -110.00373978300603 31.350865948648874, -110.00373690660048 31.347227250952646, -110.00373400234717 31.34358857974246, -110.00373109899216 31.33994988133959, -110.00372822258663 31.336311183388343, -109.99949541127351 31.336306932670876, -109.99526255684127 31.336302656633038, -109.99104014891745 31.336299296724462, -109.98681771224754 31.336295936815795, -109.98681900402494 31.339934358380045, -109.98682029580232 31.34357277965031, -109.98682122645694 31.347207229632595, -109.99104880238859 31.347212365960463, -109.99105159435248 31.350847760078956, -109.99528097679615 31.350853812195766))"
671,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,639.9,641.76,surface,Cochise,24S,23E,17,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.02908184377091 31.33635355167543, -110.02485645254202 31.336346079162876, -110.02063106221149 31.33633863196985, -110.02063363229153 31.339974997194116, -110.02063623111763 31.343611361515826, -110.02063880119765 31.347247726443893, -110.020641372176 31.35088411726908, -110.02487642927731 31.35089242329549, -110.02911148637867 31.350900757706054, -110.03334657222607 31.35090909134865, -110.0375816293274 31.350917424223447, -110.0375693628322 31.34728017159949, -110.03755712687972 31.343642920254755, -110.03754486128281 31.340005695534096, -110.03753262353369 31.336368443756726, -110.03330723410146 31.336360997332758, -110.02908184377091 31.33635355167543))"
672,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,320.0,320.68,surface,Cochise,24S,23E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.98259155385743 31.33628980012908, -109.978365394569 31.336283661907455, -109.97414526297612 31.33628108078512, -109.97414530519693 31.33992147551864, -109.9741453734689 31.34356178541156, -109.97836822695709 31.34356558928018, -109.97836963012556 31.34720253904107, -109.98259542829126 31.347204954151046, -109.98682122645694 31.347207229632595, -109.98682029580232 31.34357277965031, -109.98681900402494 31.339934358380045, -109.98681771224754 31.336295936815795, -109.98259155385743 31.33628980012908))"
673,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,159.69,surface,Cochise,15S,27E,10,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.57332455150825 32.141322458620216, -109.57333025940358 32.14494111873202, -109.57333593945111 32.14855964055726, -109.57334164734642 32.15217807884589, -109.57760994660484 32.15217524884853, -109.57760396023177 32.14855672830513, -109.57759797385873 32.144938179743036, -109.5775919596379 32.14131932555187, -109.57758597326486 32.13770049889381, -109.5733188705624 32.13770371423861, -109.57332455150825 32.141322458620216))"
674,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,140.0,140.31,surface,Cochise,15S,27E,15,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.57757951347963 32.134073200513356, -109.57757305549107 32.13044590318428, -109.5733049529637 32.13044772817265, -109.56903687918242 32.130449414708394, -109.56904431004645 32.13407818537083, -109.56905176785993 32.137706957728064, -109.5733188705624 32.13770371423861, -109.57545705227976 32.13770212139925, -109.57548356515706 32.134074483811766, -109.57757951347963 32.134073200513356))"
675,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,320.0,320.11,surface,Cochise,18S,24E,25,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.8557096304912 31.839688509711905, -109.85996118605104 31.839673332312554, -109.86421274161087 31.839658015255367, -109.86421050660243 31.83603464818592, -109.86420827249233 31.83241128003075, -109.85995941008171 31.83241965313814, -109.85571051892502 31.832428025481498, -109.85146163046326 31.832436397824154, -109.84721274020487 31.832444770929214, -109.847211754753 31.836081581832012, -109.84721074235169 31.83971842264326, -109.85146018597229 31.83970352226984, -109.8557096304912 31.839688509711905))"
676,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,240.0,240.23,surface,Cochise,13S,28E,20,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.50982216437349 32.288771775490325, -109.51406608515173 32.288772939659175, -109.51404301282196 32.28510840671891, -109.51401993869557 32.28144368847713, -109.50979118237765 32.28144661698202, -109.50556239731364 32.281449574346546, -109.50133364189402 32.281452502851245, -109.50133396528753 32.28511066604203, -109.50133428957935 32.28876882747743, -109.5055782409003 32.28877037210862, -109.50982216437349 32.288771775490325))"
677,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,120.0,114.4,surface,Cochise,13S,29E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.42075279629297 32.27584736999583, -109.42072676940425 32.27218802808081, -109.4207007703633 32.26852846185407, -109.4206747686274 32.264868842226655, -109.41662512020744 32.264168476894746, -109.41665750716841 32.26783126411302, -109.41668986807821 32.27149405312681, -109.41672222719136 32.2751568689733, -109.42075279629297 32.27584736999583))"
678,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,111.56,111.85,surface,Cochise,22S,22E,34,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.09259198246826 31.47448150056545, -110.09526328466234 31.474482466678936, -110.09425968592862 31.47084038713152, -110.09324671057993 31.467204917696105, -110.09258667342495 31.46720527858017, -110.08835856030076 31.467185369423667, -110.08835954844757 31.47083261884772, -110.0883605087466 31.47447986943494, -110.09259198246826 31.47448150056545))"
679,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,161.08,surface,Cochise,13S,28E,34,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.47559985368152 32.2596832465804, -109.47559639696429 32.25603671814403, -109.47559296809486 32.25239018910077, -109.47483331945294 32.25239080066749, -109.47131796740442 32.25239360779671, -109.47056326398814 32.25239421936341, -109.46704299546008 32.25239702649259, -109.46704189412554 32.25604308425986, -109.46704079189269 32.25968914221771, -109.4713203236854 32.25968627682105, -109.47559985368152 32.2596832465804))"
680,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,160.96,surface,Cochise,13S,28E,28,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.49275525734345 32.26695097837283, -109.48846503020894 32.26695651197395, -109.48417477612499 32.26696201595085, -109.48417517857024 32.27059682148569, -109.48417558101548 32.27423165383196, -109.48846536438222 32.27422300964986, -109.4927551495456 32.274214253056826, -109.49275521781757 32.270582615473906, -109.49275525734345 32.26695097837283))"
681,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,40.0,40.16,surface,Cochise,13S,21E,35,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.17440825233348 32.2559851905734, -110.17441433123301 32.25961335730738, -110.17870124627905 32.25961220036074, -110.1786951655829 32.255983422038, -110.17440825233348 32.2559851905734))"
682,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,20.0,19.83,surface,Cochise,15S,27E,15,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.57547920832793 32.134074486854615, -109.57545705227976 32.13770212139925, -109.57758597326486 32.13770049889381, -109.57757951347963 32.134073200513356, -109.57547920832793 32.134074486854615))"
683,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,639.2,639.92,surface,Cochise,14S,30E,31,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.32125650843655 32.16261746440331, -109.32124511959537 32.16261746364285, -109.31698857658907 32.16261728721605, -109.31698249229966 32.16261728645558, -109.31272058904605 32.16261708265218, -109.31274401621036 32.16624800270864, -109.31276741462857 32.1698788928808, -109.31279081304677 32.17350978432111, -109.31281423931276 32.17714067548277, -109.31708147766082 32.177140632903736, -109.32134871690721 32.17714058956441, -109.32561570642194 32.17714049072033, -109.32986133489752 32.177140364504055, -109.32983965585477 32.173631993865364, -109.3298389057615 32.17350972045008, -109.32981722671875 32.17000437777188, -109.32981644877772 32.169879076137136, -109.32979479848106 32.166376789061324, -109.32979393789502 32.16624843311213, -109.329771426114 32.16280786524089, -109.3297701756591 32.16261781725692, -109.32552438369014 32.16261764006965, -109.3255076885006 32.16261764006965, -109.32125650843655 32.16261746440331))"
684,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,640.0,640.72,surface,Cochise,14S,30E,25,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.23604785510544 32.191683154840504, -109.24031198528262 32.1916776006896, -109.24457611366316 32.19167201841026, -109.24455739007767 32.18803966393663, -109.24453869433998 32.18440733785356, -109.244519997704 32.18077498392785, -109.24450127411853 32.177142630314776, -109.2402360363186 32.17714543368521, -109.23597079762035 32.17714820968334, -109.23170555892212 32.177151013053646, -109.22744029327443 32.17715381718416, -109.22746012627925 32.18078892190828, -109.22747993143635 32.1844240548557, -109.22749976444118 32.18805918634714, -109.22751957049655 32.191694319397406, -109.2317837276232 32.19168873863957, -109.23604785510544 32.191683154840504))"
