,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,data_source,geometry
131,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,272.95,276.04,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.50377931882929 43.42283014944881, -116.50377704667375 43.426460829276046, -116.50377480292575 43.4300915102094, -116.50874522383711 43.430084109729215, -116.51354654899957 43.43035434278005, -116.51351733984521 43.42666435378092, -116.51351566169629 43.42297855373295, -116.51353064012777 43.419295526898495, -116.513566662491 43.41561391623795, -116.50875319955908 43.415546193507815, -116.50875117827174 43.419183068323726, -116.50378158948118 43.41919074656244, -116.50377931882929 43.42283014944881))"
132,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,240.0,241.05,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.71711415962804 43.101329027671255, -115.71712821598803 43.104954392103224, -115.71714177005492 43.10857761706346, -115.72209181469343 43.10860030011449, -115.72704188705087 43.10862273328424, -115.72704108406838 43.10499970279157, -115.72704030773441 43.10137400442471, -115.72703950283831 43.09774830709293, -115.72206981951318 43.09772598608381, -115.71710010691356 43.09770366288083, -115.71711415962804 43.101329027671255))"
133,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,160.0,160.18,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.98094756800742 42.64356396491237, -116.98587513349958 42.643572371876814, -116.98587247229577 42.63995246264249, -116.99079154062984 42.63995703644418, -116.99078035015269 42.63633551651763, -116.99076918997011 42.632713995019046, -116.985867150202 42.632714531914935, -116.98586981144128 42.636333553039435, -116.98095924357843 42.63633136841168, -116.98095340685273 42.63994766611878, -116.98094756800742 42.64356396491237))"
134,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,40.0,40.01,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-111.26071319100862 43.78495143352716, -111.26071482141863 43.78857237783342, -111.26571536495139 43.78856114896347, -111.26571403900985 43.784941063084894, -111.26071319100862 43.78495143352716))"
135,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,80.0,79.8,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-112.42521499030498 42.178149754322476, -112.42035232853227 42.178145455901955, -112.42035478087594 42.18162744548808, -112.420355031551 42.18176508194488, -112.42521566442127 42.18176868678902, -112.4300762680424 42.18177231838282, -112.43007767824213 42.178153801795034, -112.42521499030498 42.178149754322476))"
136,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,80.0,80.19,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-111.35352378689342 43.976680008081296, -111.34849853846383 43.97666673472184, -111.34845205865724 43.98028797672373, -111.35347905689713 43.98030113926186, -111.35850605550843 43.980314079261944, -111.35854906310695 43.97669305969201, -111.35352378689342 43.976680008081296))"
137,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,140.0,140.49,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.50376707913796 43.397394860280606, -116.50377350321254 43.40102767944457, -116.50749869464302 43.40102164820028, -116.50749198015299 43.397389080208704, -116.50748529253218 43.39375641971119, -116.50872682711083 43.393754527874904, -116.50872004325227 43.39012068205741, -116.50871325960647 43.386486695696235, -116.50374789354242 43.38649137530279, -116.50375428914253 43.390126693929744, -116.50376068455815 43.39376201338119, -116.50376707913796 43.397394860280606))"
138,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,1.25,1.31,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.54151256199394 43.406821477140355, -116.54113711715168 43.406801954859205, -116.54099680222329 43.40810176402745, -116.54105244765036 43.408368599392674, -116.54142927212607 43.408369029897884, -116.54137344722226 43.408107154481655, -116.54151256199394 43.406821477140355))"
139,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,26.67,26.6,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.69737336852104 43.104814157018914, -115.69901821224384 43.10482595759234, -115.70067411342127 43.104837813242035, -115.70065125357527 43.10122154773649, -115.69736656301326 43.10119990338657, -115.69737336852104 43.104814157018914))"
140,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,199.22,200.24,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.50362278467082 43.455513580286784, -116.5036889706436 43.45928309972799, -116.5086993979036 43.45929283184732, -116.50857648347754 43.455494403743494, -116.50857511511691 43.451868195340936, -116.50863136143548 43.448241124627955, -116.51343892835985 43.448254868911256, -116.51348534892699 43.444620549262524, -116.5086875798652 43.44461377622829, -116.50371418596859 43.44462362030655, -116.50368371895313 43.448253495687666, -116.50365325228479 43.45188334307804, -116.50362278467082 43.455513580286784))"
141,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,39.44,39.79,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.50871325960647 43.386486695696235, -116.50872004325227 43.39012068205741, -116.51364713314418 43.3901725166561, -116.51364455998818 43.38654798121509, -116.50871325960647 43.386486695696235))"
142,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,,2.38,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.57326409461346 43.451227423242166, -116.57326101704851 43.45202859699259, -116.5745876294921 43.45203851193547, -116.57454494015181 43.451193647052236, -116.57326409461346 43.451227423242166))"
143,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,,39.67,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.59318362291243 43.430341438104485, -116.59322442222866 43.43397131442546, -116.59323341833539 43.43618197171622, -116.59409625518035 43.436128465591665, -116.59619692311011 43.43395246750448, -116.59619448343499 43.433876922683574, -116.59717029744736 43.43372892761193, -116.59683281058251 43.4303186969644, -116.59318362291243 43.430341438104485))"
144,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,40.0,40.31,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.57825651564231 43.43390817644066, -116.57326864103167 43.43388251448758, -116.57327902814609 43.43751749060018, -116.578268322469 43.43754352444159, -116.57825651564231 43.43390817644066))"
145,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,40.0,40.25,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.56331946590052 43.4447584737474, -116.56830204431292 43.44477269585865, -116.5683019061283 43.441138051019514, -116.56332017754194 43.44112323820458, -116.56331946590052 43.4447584737474))"
146,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,200.0,201.05,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.56828819013936 43.41570838170498, -116.5682892100846 43.41933818910568, -116.56330685679033 43.41931731183412, -116.55832498992822 43.419293382504264, -116.5583206506779 43.422927856696624, -116.5633004360033 43.42294909851226, -116.56329682946057 43.42658068875884, -116.56827639869218 43.42659815192367, -116.56828047867678 43.42296819039057, -116.57326041313183 43.42298538003276, -116.57327227934665 43.41935462788634, -116.57326835732448 43.415724149257194, -116.56828819013936 43.41570838170498))"
147,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,,120.4,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.5483746264175 43.40837539975166, -116.54837714687946 43.41200520329404, -116.54340555000697 43.41200190962858, -116.543403082674 43.41563260295561, -116.54837588040233 43.4156382588051, -116.55334872050754 43.415636729776075, -116.55334989726492 43.412008508513544, -116.5533412345093 43.408379541808465, -116.5483746264175 43.40837539975166))"
148,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,320.0,321.72,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.513566662491 43.41561391623795, -116.51675396449268 43.41562453982575, -116.51853597657521 43.41563044000942, -116.52350663086816 43.415623858603254, -116.52350726583124 43.41198754764719, -116.52351257213064 43.40835145131434, -116.52848502574457 43.408348910693185, -116.5334572244852 43.40834686858401, -116.53346825414283 43.404713983282385, -116.5284968022907 43.404714443675104, -116.52352533639947 43.404715158723405, -116.52354345527316 43.401079108890855, -116.51857580064326 43.401072795634555, -116.517515115084 43.40106661924521, -116.51360844077162 43.40104378757812, -116.5135822405768 43.40468805479019, -116.51855380272104 43.4047109010149, -116.51853996405852 43.40834991509671, -116.51853417677253 43.41198967278163, -116.51356091472168 43.41197329619865, -116.513566662491 43.41561391623795))"
149,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,40.0,40.12,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.53347872168546 43.40108090779028, -116.53844692017509 43.40110271696774, -116.53846309755603 43.39747389266369, -116.53349298833336 43.39744911932263, -116.53347872168546 43.40108090779028))"
150,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,80.0,80.45,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.55840689831889 43.38661229820326, -116.56337366080948 43.386620361101556, -116.56833849792872 43.38662510062006, -116.56830935448015 43.38299029367364, -116.56334947171761 43.382982464248336, -116.55837900871913 43.382956660768414, -116.55840689831889 43.38661229820326))"
151,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,634.36,638.53,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.65312561408768 43.44840493458117, -116.65312229156135 43.452036922429734, -116.65309357091286 43.45566852843481, -116.65304242896569 43.45923534568042, -116.65804854244537 43.45916175242281, -116.66305438868315 43.45911716139317, -116.66806036338335 43.45909756476669, -116.67306684018864 43.4591342600708, -116.67305211443664 43.455668435016065, -116.6730777045701 43.452012196616444, -116.6730706293236 43.448372824778936, -116.67308882280258 43.44473358573105, -116.6680883085911 43.44474213817225, -116.66308773445041 43.444738883093585, -116.65810096293627 43.44475373295072, -116.65311391124949 43.444773418918125, -116.65312561408768 43.44840493458117))"
152,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,468.56,473.8,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.67305211443664 43.455668435016065, -116.67306684018864 43.4591342600708, -116.67798071802275 43.45903612065209, -116.68289520691933 43.459070785854344, -116.68796721662297 43.458985687252074, -116.69303894185185 43.459004205533304, -116.69301985061621 43.45560544409417, -116.69303448693812 43.45187156239666, -116.68804528284564 43.45200529976262, -116.68305386684482 43.452036370425034, -116.68304350582663 43.448386197758886, -116.68305897516035 43.44473685828392, -116.67807378049491 43.44473335420001, -116.67308882280258 43.44473358573105, -116.6730706293236 43.448372824778936, -116.6730777045701 43.452012196616444, -116.67305211443664 43.455668435016065))"
153,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,40.0,40.38,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.45862583788877 43.46648850508841, -116.45862351249139 43.4701293194647, -116.46361412512942 43.47012671568534, -116.46362209427389 43.46648794481681, -116.45862583788877 43.46648850508841))"
154,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,35.5,35.43,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.77705655135532 43.180835441776466, -115.77702363218154 43.18444461234974, -115.78190395315688 43.18442207244942, -115.78359310413057 43.184414226577, -115.78191395896174 43.18317854660754, -115.78191359680675 43.18317827941283, -115.77872262953152 43.18082984548373, -115.77872219955285 43.1808295298086, -115.7770680556372 43.179612033481796, -115.77705655135532 43.180835441776466))"
155,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,239.83,239.64,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.70724820858564 43.10488469032071, -115.707257984962 43.10850486122442, -115.70726773459789 43.11212325201093, -115.7122114745477 43.11214938105565, -115.71715521337143 43.11217548181335, -115.71714177005492 43.10857761706346, -115.71712821598803 43.104954392103224, -115.71711415962804 43.101329027671255, -115.71217631016289 43.101296954114765, -115.70723845884467 43.10126465919413, -115.70724820858564 43.10488469032071))"
156,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,80.0,79.96,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.71710010691356 43.09770366288083, -115.72206981951318 43.09772598608381, -115.72703950283831 43.09774830709293, -115.72702822820503 43.094151999361344, -115.72205945859163 43.09412598235042, -115.71709066394106 43.09409974164716, -115.71710010691356 43.09770366288083))"
